#syria  33353
#refugeescrises 3
#oprefugeeswelcome      3
#refugeesarepeople      3
#syrianrefugeesmatter   3
#bugtirefugeecamp       3
#refugeereliefnight     3
#refugelive     3
#refugeea       3
#invadersnotrefugees    3
#lincolninsolidaritywithrefugees        3
#1000refugees   3
#refugeesindustrialcomplex      3
#protectthearcticrefuge 3
#refugeeccrisis 3
#refugiadosbienve<E2><80><A6>   3
#refugeesonrails        3
#cardiffaid4refugees    3
#refugiatsbenvinguts    3
#europerefugeecrisis    3
#christianswelcomerefugees      3
#refugeeswelcome-       3
#refugeeswelcome<E2><80><9D>    3
#syrianrefugess 3
#refugioisfaster        3
#bicske-refugee 3
#beesforrefugees        3
#iwelcomerefugees       3
#africanrefugees        3
#worldrefugeeday        3
#refugeemarch/#migrantmarch     3
#syrianrefugeefundraiser        3
#bienvenidosrefugiados  3
#fbrefugee      3
#refugees=$100m 3
#mimusicaturefugio      3
#homelessrefugees       3
#refugeefraud<E2><80><A6>       3
#syrian_refugees<E2><80><9C>sent<E2><80><9D>by  3
#refugeescrisis<E2><80><A6>     3
#refugeemarchposition   3
#studentrefugeeprogram  3
#refugeecrisis-hundreds 3
#refugee_crisis|        3
#refugeeprotection      3
#refugfees      3
#scotlandwelcomesrefugees       3
#refugeescris<E2><80><A6>       3
#refuggees      3
#refugeesg<E2><80><A6>  2
#peopleidratherhaveinmyhousethanarefugee        2
#refugeesweclome        2
#acollimrefugiats       2
#yosoyrefug<E2><80><A6> 2
#runforrefugees 2
#findsyrianrefugeeswithdog      2
#refugeecriss   2
#refugeecollection      2
#descendantofrefugees   2
#refugees<E2><80><9D>   2
#refugiad<E2><80><A6>   2
#loverefugee    2
#medics4refugees        2
#solidarity4refugees    2
#carpoolrefugees        2
#refugeeswelcometonorway        2
#refugeeaction  2
#newcountryforrefugees  2
#refugeeswecome<E2><80><A6>     2
#protectrefugees        2
#l6ndramarefugiados     2
#pray4refugees  2
#syrianrefugeerelief    2
#irefugee       2
#refugeehighway 2
#legupfortherefugees    2
#refugeequotas  2
#refugee/humanitarian   2
#norefuge<E2><80><A6>   2
#refugeeseu     2
#syrianrefugees+many    2
#refugee<E2><80><9D>    2
#refugiadossirios       2
#letrefugeesgo  2
#refugeesnotwanted      2
#syrianrefugeecamp      2
#refugeeresource        2
#refugeequota   2
#iwillhousearefugee     2
#notrefugeesbutreparations      2
#somrefugi      2
#refugueeswelcome       2
#prayforrefugees        2
#refugeescrisi<E2><80><A6>      2
#surianrefugees 2
#stoprefugees   2
#refugeehttp    2
#refugeebus     2
#refugeehoax    2
#refugeeswelcome<E2><80><94>wherever    2
#priderockwildliferefuge        2
#refugeetrain   2
#refugiadosirio 2
#syrianrefugeesforp<E2><80><A6> 2
#iamarefugee    2
#allrefugees    2
#syrianrefuges  2
#refugeepropaganda      2
#therefugeefilm 2
#refugeereframe 2
#refugee/#asylum        2
#yegwelcomesrefugees    2
#refugeeconovy  2
#refugeesnotm<E2><80><A6>       2
#helprefugeesbrno       2
#refugeeswelcomeinireland       2
#allrefugeeswelcome     2
#eritreanrefugees       2
#refugeesefl    2
#refugees-obscuring     2
#eurefugeecrises        2
#refugeecrissis 2
#theyarenotrefugees     2
#refugessnotwelcome     2
#syria+#refugees        2
#marchforrefugees       2
#refugeecon<E2><80><A6> 2
#syrianrefugees-a       2
#refugeeradio   2
#supportrefugees        2
#refugee-receiving      2
#syrianrefugees-in      2
#refugesdaily   2
#syrianrefugeesforpakist<E2><80><A6>    2
#prayforrefuges 2
#stalbansforrefugees    2
#supportsyrianrefugeesbcz       2
#solidaritywithafricanrefug<E2><80><A6> 2
#silenciotwitterporrefugiados   2
#stoprefugeeresettlement        2
#yarmoukrefugeecamp     2
#refugeesgohome 2
#bienvenidosachilerefugiados    2
#afghanrefugees 2
#savearefugee   2
#nirefugeeaction        2
#insidearefugeesheart   2
#refugeeinvasion        2
#houseofrefugeintl      2
#refugeesnotw<E2><80><A6>       2
#refugeesmyarsetheyareterrorists        2
#cardiffsupportsrefuge<E2><80><A6>      2
#rallyforrefugees       2
#prayforsyrianrefugees  2
#syrians_refugees       2
#startups4refugees      2
#beyondrefuge<E2><80><A6>       2
#refugeeswelcomeuk      2
#militaryagerefugees    2
#refugeewhatch  2
#fucktherefugees        2
#compassion4refugees    2
#bcnciutatrefugi        2
#helptherefugee 2
#refugi<C3><A9>s        2
